motif_name	a_hot_motif	b_hot_not	c_idr_nonhot_motif	d_idr_nonhot_not	OR	logOR	SE	CI_low	CI_high	p_value	q_value
DOC_WD40_RPTOR_TOS_1	7	20610	168	1245793	2.518585233705321	0.923697328674511	0.385822299312718	1.1823282905720691	5.365067917278116	0.0253309967019448	0.0508059195215143
DOC_WW_Pin1_4	2458	18159	66309	1179652	2.4080826012193115	0.8788308296901859	0.0218593813613853	2.307088735917311	2.513497519196853	2.3376849737748695e-287	4.1260139787126455e-285
LIG_14-3-3_CanoR_1	1757	18860	62730	1183231	1.75721266587315	0.5637288410795959	0.0252776722093024	1.6722743791294858	1.8464651445012248	1.7369558282646402e-95	5.109545061478483e-94
LIG_14-3-3_ChREBP_3	0	20617	2	1245959	12.086426579362191	2.4920830526468167	1.549209251547401	0.5802088927406024	251.7743338408681	1.0	1.0
LIG_14-3-3_CterR_2	7	20610	316	1245645	1.3388356088662872	0.2918002876008818	0.3821923897096449	0.6329924424099418	2.831757012364938	0.3780476695256448	0.5583716625211407
LIG_ActinCP_CPI_1	0	20617	19	1245942	1.5495207270398248	0.4379456747549898	1.4322469606785906	0.0935500802740724	25.665552359675228	1.0	1.0
LIG_ActinCP_TwfCPI_2	0	20617	202	1245759	0.1491911911102728	-1.9025266337713205	1.4159758390643002	0.0092990849295378	2.39357008496621	0.0850321996286881	0.1500818323446346
LIG_Actin_RPEL_3	20	20597	792	1245169	1.526613662968472	0.4230519902756765	0.2265214782891047	0.979287407344936	2.379841973339214	0.0693691834819823	0.1255760090725116
LIG_Actin_WH2_1	0	20617	191	1245770	0.1577623131253361	-1.8466657259296724	1.4160759998378285	0.0098313926086821	2.531579038017166	0.0814789645175014	0.1445330375611961
LIG_Actin_WH2_2	160	20457	24962	1220999	0.3825726919944958	-0.9608365993416472	0.0796226281717238	0.327293829444028	0.4471879745137246	7.523823698251771e-46	1.1066290689511981e-44
LIG_ANK_PxLPxL_1	0	20617	434	1245527	0.0695180435247018	-2.6661689410461284	1.4150444520688434	0.0043409760184879	1.1132884298185397	0.0017482681221475	0.0042561286008143
LIG_AP2alpha_1	0	20617	517	1245444	0.0583644001127038	-2.841049162132956	1.4149140159605798	0.0036454311564838	0.9344308133366016	0.000364475295008	0.0010211093582367
LIG_AP2alpha_2	0	20617	471	1245490	0.0640608539034921	-2.7479218051445367	1.4149806345517268	0.0040007083386958	1.025766603166655	0.0007828125403718	0.0020621852742631
LIG_APCC_ABBA_1	45	20572	5349	1240612	0.5073403192529876	-0.6785732594423665	0.1498618993232761	0.3782111724357455	0.6805568378164509	6.193343230906404e-07	2.429166845011067e-06
LIG_APCC_ABBAyCdc20_2	15	20602	2096	1243865	0.4320796830293657	-0.8391452562902401	0.2592163359548778	0.2599647394244437	0.7181468259891363	0.0002812405282892	0.0008006282781138
LIG_APCC_Cbox_1	7	20610	20	1245941	21.15862930616206	3.052047827300355	0.4392111856490248	8.945887266954246	50.04395659772288	2.017729476359117e-07	8.379511825350216e-07
LIG_APCC_Cbox_2	7	20610	355	1245606	1.1917149476187547	0.1753934021414009	0.3817373013258334	0.5639375793855917	2.518336369647963	0.5350808460281065	0.7495378517774666
LIG_AP_GAE_1	0	20617	39	1245922	0.7649409912004825	-0.2679565838163549	1.423153456518339	0.0470127066953007	12.446309969157005	1.0	1.0
LIG_Arc_Nlobe_1	557	20060	26823	1219138	1.2620303091768574	0.2327217806110173	0.0433968233210397	1.1591233734746638	1.374073319310775	2.044899917917745e-07	8.393600825871674e-07
LIG_ARL_BART_1	0	20617	5	1245956	5.493817035395791	1.7036232844967305	1.4771145815068554	0.3037588055578487	99.36181294555776	1.0	1.0
LIG_ARS2_EDGEI_1	6	20611	82	1245879	4.422972104642205	1.4868118919800712	0.4229788517713587	1.9304890073512744	10.133537235357815	0.0032315114439457	0.0074072957124211
LIG_BH_BH3_1	0	20617	175	1245786	0.1721474130107572	-1.7594041168402472	1.4162440859151078	0.0107243059962743	2.7633239686177675	0.1243891275648609	0.2061472395793236
LIG_BIR_II_1	52	20565	3926	1242035	0.799941390808984	-0.2232168154867337	0.1397673525653734	0.608255152388136	1.0520358540605976	0.1164079090240668	0.1966124013660077
LIG_BIR_III_1	5	20612	285	1245676	1.060254459163628	0.0585089351299325	0.4511741239640154	0.4378878954444063	2.5671856424244925	0.8145156770763604	1.0
LIG_BIR_III_2	43	20574	940	1245021	2.768206877509105	1.0181997739471078	0.1561058998741161	2.0385366258886566	3.7590540289401	1.1787569001150551e-08	5.137051675810055e-08
LIG_BIR_III_3	10	20607	642	1245319	0.9413059742727232	-0.0604870336173569	0.3187584706409387	0.5039623903212661	1.75818067819838	1.0	1.0
LIG_BIR_III_4	20	20597	1079	1244882	1.1202959589524248	0.1135928994640335	0.2257789585150042	0.7196906160677674	1.7438924554866702	0.5516071064051851	0.7606144865665248
LIG_BRCT_BRCA1_1	275	20342	17272	1228689	0.96169727340568	-0.0390555624495023	0.0611901467662616	0.8530063816402293	1.0842376629088293	0.5479549786091462	0.7585415978393278
LIG_BRCT_BRCA1_2	19	20598	1325	1244636	0.866472986019892	-0.143324346284884	0.2311615188110102	0.550790410089909	1.3630873409355002	0.6651054890988282	0.8893266577722967
LIG_BRCT_MDC1_1	5	20612	30	1245931	10.074479267740475	2.310005420912929	0.4830969378643422	3.908428686239994	25.96827028556417	0.0002467724578177	0.0007158281329848
LIG_CaM_IQ_9	26	20591	3264	1242697	0.4807408302789815	-0.7324269684778245	0.1970210156783881	0.3267407750858065	0.7073244710172197	4.254877509560759e-05	0.0001390714593402
LIG_CaMK_CASK_1	0	20617	135	1245826	0.2229729965542652	-1.5007046065391174	1.4168378096897607	0.0138744437043851	3.583347790490148	0.2879199089841753	0.4343407173992046
LIG_CaM_NSCaTE_8	0	20617	404	1245557	0.0746756920859561	-2.594600646948942	1.4151047640458896	0.0046624883882135	1.1960263542132203	0.0024876878693458	0.0058578064598905
LIG_CAP-Gly_1	17	20600	45	1245916	22.848513484358143	3.12888605983488	0.2847720104673825	13.07540414623021	39.92645753863067	1.4490416651315484e-16	9.472439033174753e-16
LIG_CAP-Gly_2	0	20617	3	1245958	8.63315491347503	2.155610013430976	1.511874198071714	0.4458987303279202	167.1486341870644	1.0	1.0
LIG_Clathr_ClatBox_1	31	20586	3838	1242123	0.4873594129726982	-0.7187534137805421	0.1804660595874432	0.3421633957808804	0.694168927307464	1.0274487306159472e-05	3.626894019074294e-05
LIG_Clathr_ClatBox_2	0	20617	34	1245927	0.8758055190908244	-0.1326112228639434	1.4244419301421345	0.0536905964243222	14.28621319845266	1.0	1.0
LIG_CNOT1_NIM_1	0	20617	16	1245945	1.83125617763668	0.6050021672310272	1.4354982987433798	0.1098571384876639	30.526001626276397	1.0	1.0
LIG_CORNRBOX	0	20617	141	1245820	0.2135172828667539	-1.544037499394179	1.4167273707311487	0.013288940300704	3.430644509734613	0.1803886816547831	0.2894418392006294
LIG_CSK_EPIYA_1	0	20617	10	1245951	2.877702136996426	1.0569921065824344	1.447510760002601	0.1686163972133485	49.11248091012003	1.0	1.0
LIG_CSL_BTD_1	12	20605	870	1245091	0.8334709519785121	-0.1821564280542409	0.2907440346500118	0.4714158169194296	1.4735904118183096	0.6881574170131128	0.9166776158702974
LIG_CtBP_PxDLS_1	12	20605	1686	1244275	0.4298010105345332	-0.8444329436026119	0.2897857635118122	0.243554865847309	0.7584693823046726	0.0014156907620381	0.0034946771958005
LIG_CtBP_RRT_2	0	20617	11	1245950	2.627465059758226	0.9660195257769264	1.4446473018785542	0.1548204553728177	44.59083022089066	1.0	1.0
LIG_DCNL_PONY_1	0	20617	125	1245836	0.2407417015580215	-1.4240306980235355	1.4170453177825109	0.0149740059041952	3.870478430412122	0.2762560779673224	0.4223495138335231
LIG_deltaCOP1_diTrp_1	74	20543	9166	1236795	0.4860553430185433	-0.7214327870411029	0.1169277523962042	0.3865047266212708	0.6112468495330223	4.408975526741026e-12	2.2556063202022928e-11
LIG_DLG_GKlike_1	91	20526	1216	1244745	4.538202631002015	1.5125310374105818	0.1089077659567883	3.665892465764495	5.618081630154586	5.011977569919995e-30	5.528837756817994e-29
LIG_Dynein_DLC8_1	7	20610	118	1245843	3.5859262822885056	1.277016817885335	0.389077167067849	1.6726773904283634	7.687595573175278	0.0045541785270152	0.0101748418989644
LIG_EABR_CEP55_1	0	20617	14	1245947	2.083846581620066	0.7342155039163933	1.438407043339669	0.1242993759454755	34.93514382272086	1.0	1.0
LIG_EF_ALG2_ABM_1	11	20606	56	1245905	11.876702867403392	2.474578739000285	0.3298720448145711	6.221615073493788	22.671937966965388	1.1775625960699268e-08	5.137051675810055e-08
LIG_EF_ALG2_ABM_2	14	20603	262	1245699	3.230794966863568	1.172728226724065	0.2743988059462461	1.8868458396863208	5.532002614292133	0.000211169914856	0.0006264115961697
LIG_EH_1	10	20607	562	1245399	1.075368785129332	0.0726636586836556	0.3191060788916735	0.5753456686483936	2.0099534715316465	0.7404634791495516	0.9645151591874233
LIG_EH1_1	32	20585	3904	1242057	0.4945734798138068	-0.7040595447949783	0.1776387675014578	0.3491577234902103	0.7005513854600329	1.2205390916731842e-05	4.224022542751314e-05
LIG_eIF4E_1	56	20561	5295	1240666	0.6381646009784377	-0.4491590336483932	0.1345192999358903	0.4902612525348737	0.8306878339584863	0.0004218043147051	0.0011542397138831
LIG_eIF4E_2	0	20617	18	1245943	1.633279915055106	0.4905902108453464	1.4332143451502355	0.0984201316757326	27.104244177516826	1.0	1.0
LIG_EVH1_1	11	20606	1140	1244821	0.5829093808480241	-0.5397235406512711	0.3030439188870085	0.3218435819931823	1.0557406308255186	0.0790171222718653	0.1415890566597385
LIG_EVH1_2	23	20594	969	1244992	1.4349273431509353	0.3611142159791762	0.2110914817419743	0.9487356379665036	2.170274202553882	0.1003381550218082	0.1727774084034064
LIG_EVH1_3	0	20617	3	1245958	8.63315491347503	2.155610013430976	1.511874198071714	0.4458987303279202	167.1486341870644	1.0	1.0
LIG_FAT_LD_1	0	20617	437	1245524	0.069041182074867	-2.673052110759287	1.4150388756659935	0.0043112460623155	1.1056397044836737	0.0017821485456907	0.0043088934015674
LIG_FERM_MyoX_1	0	20617	2	1245959	12.086426579362191	2.4920830526468167	1.549209251547401	0.5802088927406024	251.7743338408681	1.0	1.0
LIG_FHA_1	1293	19324	86173	1159788	0.9005522059247201	-0.1047471416715392	0.0289415119624679	0.8508899262618911	0.9531130297413672	0.0002559729551942	0.0007346215705981
LIG_FHA_2	1004	19613	51946	1194015	1.1766501540691956	0.1626715488096714	0.0326663557441481	1.103674968096841	1.2544504723691254	1.0689256015475698e-06	4.146491619190024e-06
LIG_FXI_DFP_1	12	20605	297	1245664	2.442604153645163	0.8930647462549868	0.2945329716598243	1.371328697191022	4.350754901888787	0.0052883065232117	0.0116652075428575
LIG_FZD_DVL_PDZ	0	20617	5	1245956	5.493817035395791	1.7036232844967305	1.4771145815068554	0.3037588055578487	99.36181294555776	1.0	1.0
LIG_G3BP_FGDF_1	0	20617	42	1245919	0.710943444675069	-0.3411623956969699	1.4225254714311908	0.0437478714601238	11.553489682056	1.0	1.0
LIG_GBD_Chelix_1	58	20559	5346	1240615	0.6546875473974176	-0.4235971840345722	0.1322039394377944	0.5052424300807578	0.8483368759206075	0.0008138925667016	0.0021281783410792
LIG_GLEBS_BUB3_1	0	20617	23	1245938	1.2857683903108543	0.2513565087483976	1.4291964513610254	0.078091931610365	21.169925233391695	1.0	1.0
LIG_GSK3_LRP6_1	13	20604	251	1245710	3.131374714691999	1.1414721141012356	0.2845285182338378	1.7928315084828976	5.469285628580828	0.0004625532110708	0.0012560098731384
LIG_GYF	0	20617	3	1245958	8.63315491347503	2.155610013430976	1.511874198071714	0.4458987303279202	167.1486341870644	1.0	1.0
LIG_HCF-1_HBM_1	4	20613	378	1245583	0.6394397946331193	-0.4471628068311971	0.5026875953877126	0.2387279896565846	1.7127579030369802	0.5402398584616259	0.7533827728894652
LIG_HOMEOBOX	0	20617	15	1245946	1.949403302080522	0.6675233268153633	1.4368595735564038	0.1166331853165617	32.58226399157447	1.0	1.0
LIG_HP1_1	0	20617	299	1245662	0.1008643199641778	-2.29397903195813	1.4154109662691698	0.0062938360717214	1.6164404229634577	0.0181649616158682	0.0372804154093109
LIG_IBAR_NPY_1	0	20617	268	1245693	0.112512534889387	-2.184690642305552	1.415547138048496	0.0070187998796043	1.8035947347666972	0.0256476187565832	0.0511503357122818
LIG_Integrin_collagen_1	6	20611	44	1245917	8.243063059884175	2.109372005415158	0.435250801030153	3.5123328115649364	19.34557237443353	0.0001598644066241	0.0004864839270544
LIG_Integrin_isoDGR_2	12	20605	451	1245510	1.6083453362825526	0.4752059090685995	0.2925747135814113	0.9064308541249576	2.8538025917476477	0.0986741617858407	0.171586103992127
LIG_Integrin_KxxGD_FGGC_5	0	20617	0	1245961	60.43222990178246	4.101522570268241	2.0000123262317087	1.1990126313021832	3045.8848518848336	1.0	1.0
LIG_Integrin_RGD_1	11	20606	589	1245372	1.12871108963763	0.1210763530730483	0.3043948362009226	0.6215508669781079	2.049693422623507	0.6272697918567938	0.8558532777844523
LIG_Integrin_RGDSP_6	0	20617	69	1245892	0.4347401671242126	-0.8330067433141292	1.4193089143424176	0.0269209034175255	7.020530105544297	0.6320544248521351	0.8558532777844523
LIG_Integrin_RGD_TGFB_3	0	20617	30	1245931	0.990668439790326	-0.009375371985471	1.4257756451644126	0.0605736295528811	16.202165279526614	1.0	1.0
LIG_Integrin_RGDW_4	0	20617	18	1245943	1.633279915055106	0.4905902108453464	1.4332143451502355	0.0984201316757326	27.104244177516826	1.0	1.0
LIG_IRF7_LxLS_2	34	20583	5471	1240490	0.3745387837428734	-0.9820599199907832	0.172174146034822	0.2672632246209799	0.5248731871978586	2.482690020717854e-11	1.200533667552606e-10
LIG_IRFs_LxIS_1	20	20597	2141	1243820	0.5641140222191044	-0.5724988808619337	0.2247585953786967	0.3631186176155932	0.8763655032447194	0.0080518729723141	0.0170198273007597
LIG_KEPE_1	7	20610	135	1245826	3.134322425287976	1.1424130184403989	0.3877033312736901	1.4659661147977745	6.701367082429657	0.0089704286555652	0.0188485792584198
LIG_KEPE_2	9	20608	217	1245744	2.5071235366516875	0.9191360946480548	0.3402480471947678	1.2869176263123483	4.884281868175506	0.0125085582963154	0.0259736534035255
LIG_KEPE_3	0	20617	151	1245810	0.1994221321004417	-1.612331434131063	1.4165627290176936	0.012415688766262	3.2031397951560514	0.1854926047559054	0.2949499526073632
LIG_KLC1_WD_1	52	20565	4894	1241067	0.6412182767746988	-0.444385354637533	0.1395870091762554	0.487738492579725	0.842994524166465	0.0008665227047803	0.002216539962228
LIG_KLC1_Yacidic_2	26	20591	303	1245658	5.191012831553662	1.6469288287267725	0.204477960157339	3.476938018829538	7.750099101975357	6.709616978445819e-11	3.1579930578551655e-10
LIG_LEDGF_IBM_1	103	20514	241	1245720	25.953161427657744	3.256293429846916	0.117930765295092	20.59707612142504	32.70204878203169	7.107830413286876e-97	2.509064135890268e-95
LIG_LIR_Apic_2	783	19834	18515	1227446	2.617159142459513	0.962089432726802	0.0371804067116453	2.4332208577415213	2.815002162737105	3.452218233687522e-114	1.523291295614619e-112
LIG_LIR_Gen_1	1048	19569	82303	1163658	0.7571855949572813	-0.278146883920268	0.0319109587638807	0.7112776898173667	0.8060565281585379	1.3293165507299645e-19	9.984015795908032e-19
LIG_LIR_LC3C_4	6	20611	1265	1244696	0.2864342556250423	-1.250246243418731	0.4092755815968635	0.1284229220078742	0.6388624515991119	0.0003244933567552	0.0009163692394767
LIG_LIR_Nem_3	1360	19257	86511	1159450	0.9465225623023624	-0.0549604710021194	0.028277994763466	0.8954890004107847	1.0004645065840605	0.0530392513997496	0.0990627288048233
LIG_LRP6_Inhibitor_1	0	20617	615	1245346	0.0490677505061289	-3.014553272479956	1.414805287255013	0.0030654170954759	0.7854213846738803	8.086898432960521e-05	0.0002595159224395
LIG_LSD1_SNAG_1	0	20617	8	1245953	3.55481422834685	1.2683028054472711	1.4552306909584654	0.2051632349124225	61.59341464591064	1.0	1.0
